Date,Key,RetailAndRecreation,GroceryAndPharmacy,Parks,TransitStations,Workplaces,Residential
2020-04-11,US_VA,-40.0,-9.0,17.0,-49.0,-36.0,13.0
2020-04-11,US_VT,-54.0,-23.0,-4.0,-64.0,-44.0,15.0
2020-04-11,US_WA,-47.0,-10.0,3.0,-50.0,-41.0,14.0
2020-04-11,US_WI,-47.0,-2.0,67.0,-34.0,-33.0,13.0
2020-04-11,US_WV,-38.0,-5.0,12.0,-39.0,-31.0,10.0
2020-04-11,US_WY,-41.0,-2.0,-25.0,-15.0,-30.0,12.0
2020-04-11,UY,-68.0,-29.0,-75.0,-63.0,-43.0,20.0
2020-04-11,VE,-66.0,-46.0,-60.0,-65.0,-40.0,20.0
2020-04-11,VN,-59.0,-33.0,-43.0,-58.0,-29.0,21.0
2020-04-11,YE,-9.0,-1.0,-8.0,-12.0,-6.0,6.0
2020-04-11,ZA,-75.0,-46.0,-58.0,-78.0,-56.0,27.0
2020-04-11,ZM,-26.0,-16.0,-4.0,-28.0,-16.0,13.0
2020-04-11,ZW,-69.0,-56.0,-48.0,-81.0,-58.0,36.0
2020-04-12,AE,-60.0,-28.0,-74.0,-79.0,-55.0,30.0
2020-04-12,AF,-48.0,-29.0,-18.0,-49.0,-41.0,15.0
2020-04-12,AG,-74.0,-52.0,-60.0,-83.0,-65.0,
2020-04-12,AO,-60.0,-36.0,-45.0,-56.0,-18.0,21.0
2020-04-12,AR,-87.0,-51.0,-86.0,-74.0,-49.0,25.0
2020-04-12,AR_B,-88.0,-50.0,-89.0,-72.0,-53.0,24.0
2020-04-12,AR_L,-91.0,-68.0,-88.0,-83.0,-52.0,27.0
2020-04-12,AR_R,-95.0,-88.0,-93.0,-97.0,-59.0,29.0
2020-04-12,AR_T,-82.0,-35.0,-72.0,-76.0,-36.0,24.0
2020-04-12,AR_W,-85.0,-57.0,-86.0,-89.0,-40.0,23.0
2020-04-12,AR_Y,-82.0,-33.0,-74.0,-88.0,-30.0,22.0
2020-04-12,AT,-83.0,-54.0,-6.0,-63.0,-45.0,11.0
2020-04-12,AU,-58.0,-38.0,-42.0,-64.0,-43.0,15.0
2020-04-12,AU_ACT,-52.0,-24.0,41.0,-55.0,-44.0,13.0
2020-04-12,AU_NSW,-63.0,-39.0,-33.0,-63.0,-48.0,17.0
2020-04-12,AU_NT,-36.0,-25.0,-15.0,-57.0,-27.0,
2020-04-12,AU_QLD,-51.0,-40.0,-47.0,-64.0,-39.0,13.0
2020-04-12,AU_SA,-64.0,-38.0,-35.0,-56.0,-37.0,12.0
2020-04-12,AU_TAS,-61.0,-46.0,-77.0,-70.0,-36.0,16.0
2020-04-12,AU_VIC,-59.0,-40.0,-62.0,-74.0,-47.0,18.0
2020-04-12,AU_WA,-47.0,-31.0,-38.0,-60.0,-31.0,14.0
2020-04-12,AW,-90.0,-92.0,-82.0,-88.0,-75.0,
2020-04-12,BA,-70.0,-38.0,-2.0,-48.0,-45.0,9.0
2020-04-12,BB,-82.0,-88.0,-78.0,-89.0,-70.0,
2020-04-12,BD,-73.0,-54.0,-32.0,-71.0,-61.0,24.0
2020-04-12,BE,-75.0,-40.0,-24.0,-61.0,-45.0,15.0
2020-04-12,BF,-32.0,-24.0,-18.0,-53.0,-5.0,14.0
2020-04-12,BG,-58.0,-25.0,-24.0,-51.0,-25.0,7.0
2020-04-12,BH,-33.0,-13.0,-35.0,-34.0,-22.0,15.0
2020-04-12,BJ,-25.0,-13.0,-11.0,-29.0,-1.0,11.0
2020-04-12,BO,-92.0,-93.0,-89.0,-91.0,-70.0,35.0
2020-04-12,BR,-67.0,-25.0,-67.0,-55.0,-26.0,13.0
2020-04-12,BS,-96.0,-96.0,-83.0,-100.0,-76.0,29.0
2020-04-12,BW,-71.0,-64.0,-31.0,-80.0,-37.0,34.0
2020-04-12,BY,-30.0,-5.0,24.0,-27.0,-12.0,3.0
2020-04-12,BZ,-90.0,-94.0,-78.0,-93.0,-71.0,
2020-04-12,CA,-74.0,-62.0,-4.0,-67.0,-51.0,14.0
2020-04-12,CA_AB,-63.0,-40.0,-43.0,-67.0,-46.0,14.0
2020-04-12,CA_BC,-57.0,-35.0,42.0,-60.0,-48.0,12.0
2020-04-12,CA_MB,-74.0,-63.0,-35.0,-65.0,-47.0,13.0
2020-04-12,CA_NB,-68.0,-64.0,70.0,-54.0,-45.0,10.0
2020-04-12,CA_NL,-71.0,-63.0,32.0,-56.0,-42.0,9.0
2020-04-12,CA_NS,-71.0,-65.0,27.0,-60.0,-44.0,7.0
2020-04-12,CA_NT,,,,-62.0,-41.0,
2020-04-12,CA_ON,-80.0,-68.0,-20.0,-70.0,-55.0,15.0
2020-04-12,CA_PE,-68.0,-63.0,,,-37.0,
2020-04-12,CA_QC,-82.0,-75.0,1.0,-68.0,-54.0,15.0
2020-04-12,CA_SK,-62.0,-43.0,-13.0,-63.0,-42.0,13.0
2020-04-12,CA_YT,,,,,-37.0,
2020-04-12,CH,-78.0,-30.0,33.0,-49.0,-39.0,11.0
2020-04-12,CH_AG,-71.0,,91.0,-34.0,-34.0,9.0
2020-04-12,CH_AR,,,,-25.0,,
2020-04-12,CH_BL,-69.0,,79.0,-34.0,-34.0,
2020-04-12,CH_FR,-78.0,-18.0,15.0,-42.0,-33.0,
2020-04-12,CH_GE,-79.0,,25.0,-77.0,-42.0,15.0
2020-04-12,CH_GL,,,,-2.0,,
2020-04-12,CH_GR,-90.0,-76.0,-33.0,-68.0,-58.0,
2020-04-12,CH_JU,,,,-38.0,-32.0,
2020-04-12,CH_LU,-80.0,,13.0,-48.0,-38.0,
2020-04-12,CH_NE,-73.0,,,-37.0,-36.0,
2020-04-12,CH_NW,,,-31.0,-56.0,,
2020-04-12,CH_OW,,,,-53.0,,
2020-04-12,CH_SG,-76.0,,73.0,-31.0,-31.0,9.0
2020-04-12,CH_SH,,,,-32.0,-36.0,
2020-04-12,CH_SO,-71.0,,76.0,-42.0,-31.0,
2020-04-12,CH_SZ,-63.0,,52.0,-37.0,-32.0,
2020-04-12,CH_TG,-70.0,,103.0,-15.0,-28.0,
2020-04-12,CH_TI,-86.0,-74.0,-42.0,-59.0,-44.0,
2020-04-12,CH_UR,,,,-63.0,,
2020-04-12,CH_VD,-74.0,-32.0,18.0,-50.0,-40.0,13.0
2020-04-12,CH_VS,-84.0,-54.0,-34.0,-61.0,-51.0,14.0
2020-04-12,CI,-34.0,-21.0,-23.0,-39.0,-7.0,14.0
2020-04-12,CL,-76.0,-57.0,-76.0,-69.0,-44.0,21.0
2020-04-12,CL_AI,-72.0,-56.0,-73.0,-86.0,-32.0,
2020-04-12,CL_AN,-60.0,-52.0,-72.0,-63.0,-33.0,17.0
2020-04-12,CL_AP,-71.0,-48.0,-81.0,-66.0,-36.0,18.0
2020-04-12,CL_AT,-66.0,-48.0,-65.0,-78.0,-27.0,25.0
2020-04-12,CL_CO,-80.0,-64.0,-84.0,-69.0,-40.0,21.0
2020-04-12,CL_LI,-68.0,-51.0,-68.0,-62.0,-31.0,20.0
2020-04-12,CL_LL,-77.0,-61.0,-76.0,-71.0,-38.0,24.0
2020-04-12,CL_LR,-81.0,-64.0,-80.0,-74.0,-39.0,23.0
2020-04-12,CL_ML,-70.0,-54.0,-70.0,-63.0,-30.0,23.0
2020-04-12,CL_NB,-81.0,-73.0,-73.0,-93.0,-60.0,
2020-04-12,CL_TA,-70.0,-53.0,-76.0,-60.0,-33.0,19.0
2020-04-12,CL_VS,-79.0,-61.0,-84.0,-72.0,-43.0,19.0
2020-04-12,CM,-31.0,-21.0,-20.0,-29.0,-3.0,11.0
2020-04-12,CO,-86.0,-70.0,-80.0,-81.0,-57.0,26.0
2020-04-12,CO_ANT,-86.0,-68.0,-80.0,-83.0,-58.0,25.0
2020-04-12,CO_ARA,-83.0,-86.0,-73.0,-62.0,-55.0,
2020-04-12,CO_CAL,-87.0,-73.0,-81.0,-93.0,-57.0,25.0
2020-04-12,CO_CAQ,-76.0,-65.0,-71.0,,-44.0,
2020-04-12,CO_CAS,-81.0,-64.0,-71.0,-62.0,-46.0,27.0
2020-04-12,CO_CAU,-83.0,-65.0,-75.0,-77.0,-47.0,24.0
2020-04-12,CO_CAU,-85.0,-67.0,-83.0,-79.0,-54.0,25.0
2020-04-12,CO_CES,-84.0,-65.0,-73.0,-83.0,-51.0,23.0
2020-04-12,CO_CUN,-87.0,-78.0,-84.0,-79.0,-57.0,28.0
2020-04-12,CO_GUV,,,-78.0,,-42.0,
2020-04-12,CO_HUI,-89.0,-82.0,-81.0,,-58.0,26.0
2020-04-12,CO_LAG,-78.0,-65.0,-71.0,-80.0,-47.0,19.0
2020-04-12,CO_MAG,-90.0,-87.0,-88.0,-92.0,-64.0,24.0
2020-04-12,CO_MET,-83.0,-68.0,-72.0,-67.0,-50.0,28.0
2020-04-12,CO_PUT,-83.0,,-79.0,,-53.0,
2020-04-12,CO_RIS,-88.0,-76.0,-85.0,-91.0,-61.0,28.0
2020-04-12,CO_SAN,-90.0,-87.0,-83.0,-89.0,-64.0,27.0
2020-04-12,CO_SUC,-90.0,-90.0,-84.0,-100.0,-61.0,25.0
2020-04-12,CO_TOL,-86.0,-71.0,-76.0,-89.0,-56.0,26.0
2020-04-12,CO_VAC,-85.0,-67.0,-83.0,-79.0,-54.0,25.0
2020-04-12,CO_VID,,,-50.0,,,
2020-04-12,CR,-83.0,-61.0,-82.0,-83.0,-54.0,25.0
2020-04-12,CV,-64.0,-52.0,-59.0,-88.0,-38.0,
2020-04-12,CZ,-63.0,1.0,35.0,-38.0,-24.0,5.0
2020-04-12,DE,-63.0,-23.0,59.0,-47.0,-26.0,6.0
2020-04-12,DE_BB,-45.0,-11.0,116.0,-27.0,-10.0,3.0
2020-04-12,DE_BE,-67.0,-19.0,55.0,-50.0,-25.0,5.0
2020-04-12,DE_BW,-69.0,-20.0,43.0,-51.0,-34.0,8.0
2020-04-12,DE_BY,-66.0,-26.0,26.0,-60.0,-38.0,10.0
2020-04-12,DE_HB,-69.0,-35.0,107.0,-60.0,-25.0,5.0
2020-04-12,DE_HE,-65.0,-16.0,79.0,-67.0,-30.0,7.0
2020-04-12,DE_HH,-68.0,-22.0,91.0,-56.0,-31.0,7.0
2020-04-12,DE_MV,-52.0,-14.0,52.0,-40.0,-8.0,2.0
2020-04-12,DE_NI,-63.0,-27.0,78.0,-38.0,-23.0,6.0
2020-04-12,DE_NW,-60.0,-20.0,89.0,-46.0,-25.0,6.0
2020-04-12,DE_RP,-63.0,-19.0,48.0,-59.0,-29.0,7.0
2020-04-12,DE_SH,-61.0,-41.0,41.0,-39.0,-24.0,6.0
2020-04-12,DE_SL,-69.0,-42.0,24.0,-64.0,-33.0,8.0
2020-04-12,DE_SN,-52.0,-10.0,93.0,-39.0,-8.0,3.0
2020-04-12,DE_ST,-51.0,-7.0,63.0,-46.0,-3.0,1.0
2020-04-12,DE_TH,-50.0,-3.0,84.0,-28.0,-14.0,2.0
2020-04-12,DK,-36.0,-20.0,123.0,-47.0,-23.0,6.0
2020-04-12,DO,-78.0,-62.0,-71.0,-85.0,-54.0,22.0
2020-04-12,EC,-89.0,-82.0,-84.0,-85.0,-66.0,28.0
2020-04-12,EE,-61.0,-28.0,-39.0,-58.0,-36.0,10.0
2020-04-12,EG,-52.0,-8.0,-29.0,-45.0,-31.0,13.0
2020-04-12,ES,-94.0,-74.0,-89.0,-89.0,-67.0,23.0
2020-04-12,ES_AN,-95.0,-79.0,-88.0,-90.0,-66.0,21.0
2020-04-12,ES_AS,-95.0,-75.0,-88.0,-81.0,-65.0,24.0
2020-04-12,ES_CB,-95.0,-73.0,-92.0,-89.0,-64.0,24.0
2020-04-12,ES_CE,-96.0,,-91.0,,-64.0,
2020-04-12,ES_CM,-94.0,-77.0,-85.0,-89.0,-64.0,22.0
2020-04-12,ES_CN,-95.0,-75.0,-93.0,-89.0,-69.0,21.0
2020-04-12,ES_CT,-94.0,-73.0,-89.0,-88.0,-68.0,22.0
2020-04-12,ES_EX,-94.0,-72.0,-80.0,-88.0,-61.0,23.0
2020-04-12,ES_GA,-92.0,-75.0,-83.0,-88.0,-60.0,24.0
2020-04-12,ES_IB,-93.0,-69.0,-91.0,-91.0,-65.0,23.0
2020-04-12,ES_MC,-94.0,-82.0,-91.0,-87.0,-64.0,24.0
2020-04-12,ES_MD,-96.0,-69.0,-91.0,-90.0,-68.0,23.0
2020-04-12,ES_ML,-91.0,,-91.0,,-60.0,
2020-04-12,ES_NC,-93.0,-75.0,-88.0,-90.0,-66.0,24.0
2020-04-12,ES_PV,-94.0,-73.0,-92.0,-88.0,-67.0,23.0
2020-04-12,ES_RI,-95.0,-60.0,-90.0,-92.0,-68.0,24.0
2020-04-12,ES_VC,-96.0,-84.0,-92.0,-91.0,-70.0,23.0
2020-04-12,FI,-62.0,-27.0,-9.0,-70.0,-33.0,11.0
2020-04-12,FJ,-54.0,-36.0,-31.0,-69.0,-21.0,16.0
2020-04-12,FR,-83.0,-58.0,-76.0,-82.0,-50.0,17.0
2020-04-12,FR_ARA,-82.0,-60.0,-71.0,-85.0,-49.0,18.0
2020-04-12,FR_BFC,-79.0,-65.0,-63.0,-86.0,-47.0,16.0
2020-04-12,FR_BRE,-79.0,-59.0,-75.0,-80.0,-48.0,17.0
2020-04-12,FR_COR,-82.0,-52.0,-70.0,-81.0,-46.0,
2020-04-12,FR_CVL,-77.0,-58.0,-70.0,-87.0,-45.0,16.0
2020-04-12,FR_GES,-82.0,-64.0,-69.0,-84.0,-52.0,16.0
2020-04-12,FR_HDF,-81.0,-52.0,-73.0,-82.0,-46.0,15.0
2020-04-12,FR_IDF,-89.0,-56.0,-86.0,-82.0,-58.0,19.0
2020-04-12,FR_NAQ,-81.0,-63.0,-75.0,-83.0,-47.0,18.0
2020-04-12,FR_NOR,-78.0,-52.0,-70.0,-86.0,-45.0,16.0
2020-04-12,FR_OCC,-82.0,-59.0,-69.0,-84.0,-48.0,17.0
2020-04-12,FR_PAC,-84.0,-56.0,-81.0,-81.0,-50.0,17.0
2020-04-12,FR_PDL,-80.0,-63.0,-70.0,-85.0,-48.0,17.0
2020-04-12,GA,-24.0,2.0,-23.0,-34.0,-4.0,11.0
2020-04-12,GB,-89.0,-63.0,-33.0,-71.0,-58.0,16.0
2020-04-12,GE,-69.0,-38.0,-27.0,-56.0,-45.0,14.0
2020-04-12,GH,-51.0,-38.0,-32.0,-55.0,-11.0,20.0
2020-04-12,GR,-74.0,76.0,-35.0,-67.0,-42.0,18.0
2020-04-12,GT,-75.0,-64.0,-65.0,-79.0,-47.0,22.0
2020-04-12,GW,,,,,-21.0,
2020-04-12,HK,-27.0,-1.0,-9.0,-34.0,-22.0,13.0
2020-04-12,HN,-84.0,-72.0,-63.0,-81.0,-51.0,20.0
2020-04-12,HR,-86.0,-90.0,-30.0,-73.0,-51.0,14.0
2020-04-12,HT,-40.0,-41.0,-20.0,-58.0,-18.0,8.0
2020-04-12,HU,-77.0,-85.0,-5.0,-53.0,-40.0,9.0
2020-04-12,ID,-46.0,-27.0,-50.0,-61.0,-17.0,15.0
2020-04-12,ID_AC,-27.0,-21.0,-40.0,-55.0,-2.0,10.0
2020-04-12,ID_BA,-50.0,-38.0,-67.0,-75.0,-34.0,18.0
2020-04-12,ID_BB,-46.0,-20.0,-42.0,-69.0,-12.0,13.0
2020-04-12,ID_BE,-38.0,-26.0,-48.0,-58.0,-8.0,12.0
2020-04-12,ID_BT,-47.0,-26.0,-43.0,-66.0,-19.0,16.0
2020-04-12,ID_GO,-45.0,-28.0,-42.0,-50.0,-15.0,14.0
2020-04-12,ID_JA,-38.0,-24.0,-41.0,-51.0,-7.0,11.0
2020-04-12,ID_JB,-48.0,-28.0,-47.0,-61.0,-17.0,16.0
2020-04-12,ID_JI,-36.0,-22.0,-54.0,-58.0,-12.0,14.0
2020-04-12,ID_JK,-67.0,-39.0,-71.0,-70.0,-33.0,20.0
2020-04-12,ID_JT,-37.0,-23.0,-48.0,-60.0,-10.0,14.0
2020-04-12,ID_KB,-52.0,-31.0,-43.0,-52.0,-16.0,13.0
2020-04-12,ID_KI,-47.0,-27.0,-47.0,-59.0,-12.0,13.0
2020-04-12,ID_KR,-47.0,-24.0,-45.0,-64.0,-20.0,15.0
2020-04-12,ID_KS,-40.0,-25.0,-47.0,-53.0,-8.0,13.0
2020-04-12,ID_KT,-39.0,-25.0,-46.0,-45.0,-7.0,10.0
2020-04-12,ID_KU,-45.0,-29.0,-43.0,-49.0,-13.0,11.0
2020-04-12,ID_LA,-33.0,-16.0,-40.0,-50.0,-5.0,11.0
2020-04-12,ID_MA,-43.0,-28.0,-28.0,-48.0,-16.0,10.0
2020-04-12,ID_MU,-33.0,-14.0,-26.0,-48.0,-5.0,8.0
2020-04-12,ID_NB,-46.0,-28.0,-52.0,-60.0,-14.0,14.0
2020-04-12,ID_NT,-50.0,-32.0,-33.0,-51.0,-16.0,13.0
2020-04-12,ID_PA,-53.0,-44.0,-44.0,-57.0,-20.0,13.0
2020-04-12,ID_PB,-45.0,-31.0,-44.0,-74.0,-14.0,13.0
2020-04-12,ID_RI,-39.0,-29.0,-26.0,-54.0,-8.0,13.0
2020-04-12,ID_SA,-59.0,-36.0,-44.0,-62.0,-20.0,17.0
2020-04-12,ID_SB,-49.0,-33.0,-62.0,-60.0,-13.0,14.0
2020-04-12,ID_SN,-53.0,-30.0,-40.0,-62.0,-20.0,16.0
2020-04-12,ID_SR,-36.0,-26.0,-50.0,-60.0,-10.0,12.0
2020-04-12,ID_SS,-40.0,-20.0,-37.0,-49.0,-11.0,12.0
2020-04-12,ID_ST,-40.0,-26.0,-16.0,-59.0,-8.0,12.0
2020-04-12,ID_SU,-48.0,-32.0,-55.0,-57.0,-15.0,16.0
2020-04-12,IE,-90.0,-58.0,-69.0,-82.0,-56.0,21.0
2020-04-12,IL,-78.0,-11.0,-48.0,-61.0,-68.0,32.0
2020-04-12,IN,-79.0,-56.0,-54.0,-67.0,-44.0,22.0
2020-04-12,IN_AN,-83.0,,-69.0,-78.0,-24.0,
2020-04-12,IN_AP,-78.0,-53.0,-50.0,-60.0,-36.0,22.0
2020-04-12,IN_AR,-68.0,-52.0,-5.0,-58.0,-8.0,18.0
2020-04-12,IN_AS,-70.0,-52.0,-29.0,-66.0,-29.0,18.0
2020-04-12,IN_BR,-59.0,-36.0,-18.0,-60.0,-26.0,13.0
2020-04-12,IN_CH,-93.0,-84.0,-84.0,-87.0,-60.0,26.0
2020-04-12,IN_CT,-73.0,-49.0,-52.0,-72.0,-30.0,21.0
2020-04-12,IN_DD,-83.0,-68.0,-84.0,-74.0,-53.0,28.0
2020-04-12,IN_DL,-89.0,-74.0,-79.0,-84.0,-69.0,24.0
2020-04-12,IN_DN,-74.0,-58.0,-58.0,-69.0,-53.0,29.0
2020-04-12,IN_GA,-80.0,-66.0,-77.0,-65.0,-39.0,25.0
2020-04-12,IN_GJ,-84.0,-66.0,-69.0,-67.0,-57.0,28.0
2020-04-12,IN_HP,-66.0,-53.0,-37.0,-43.0,-25.0,16.0
2020-04-12,IN_HR,-78.0,-62.0,-59.0,-74.0,-47.0,21.0
2020-04-12,IN_JH,-69.0,-52.0,-41.0,-65.0,-30.0,18.0
2020-04-12,IN_JK,4.0,48.0,,121.0,147.0,17.0
2020-04-12,IN_KA,-83.0,-56.0,-56.0,-62.0,-44.0,22.0
2020-04-12,IN_KL,-79.0,-46.0,-39.0,-54.0,-20.0,27.0
2020-04-12,IN_LD,,,-6.0,,-25.0,
2020-04-12,IN_MH,-85.0,-63.0,-71.0,-75.0,-56.0,25.0
2020-04-12,IN_ML,-65.0,-61.0,-26.0,-46.0,-13.0,13.0
2020-04-12,IN_MN,-64.0,-47.0,-21.0,-47.0,-22.0,14.0
2020-04-12,IN_MP,-78.0,-63.0,-59.0,-71.0,-42.0,22.0
2020-04-12,IN_MZ,-65.0,-22.0,-8.0,-43.0,-22.0,10.0
2020-04-12,IN_NL,-64.0,-43.0,-40.0,-62.0,-10.0,14.0
2020-04-12,IN_OR,-75.0,-54.0,-34.0,-67.0,-32.0,21.0
2020-04-12,IN_PB,-80.0,-64.0,-54.0,-73.0,-43.0,20.0
2020-04-12,IN_PY,-88.0,-65.0,-65.0,-60.0,-40.0,27.0
2020-04-12,IN_RJ,-76.0,-54.0,-63.0,-70.0,-45.0,21.0
2020-04-12,IN_SK,-68.0,-66.0,-42.0,-76.0,-22.0,16.0
2020-04-12,IN_TG,-84.0,-52.0,-57.0,-67.0,-47.0,23.0
2020-04-12,IN_TN,-82.0,-52.0,-41.0,-60.0,-41.0,23.0
2020-04-12,IN_TR,-66.0,-44.0,-23.0,-68.0,-23.0,17.0
2020-04-12,IN_UP,-72.0,-51.0,-42.0,-73.0,-41.0,19.0
2020-04-12,IN_UT,-73.0,-58.0,-59.0,-66.0,-38.0,21.0
2020-04-12,IN_WB,-70.0,-46.0,-51.0,-68.0,-37.0,20.0
2020-04-12,IQ,-57.0,-32.0,-41.0,-58.0,-49.0,19.0
2020-04-12,IT,-96.0,-94.0,-91.0,-88.0,-66.0,25.0
2020-04-12,IT_25,-97.0,-95.0,-91.0,-90.0,-68.0,25.0
2020-04-12,IT_34,-96.0,-96.0,-92.0,-90.0,-63.0,26.0
2020-04-12,IT_42,-94.0,-85.0,-92.0,-85.0,-60.0,23.0
2020-04-12,IT_45,-96.0,-95.0,-89.0,-89.0,-66.0,24.0
2020-04-12,IT_52,-96.0,-95.0,-92.0,-87.0,-66.0,26.0
2020-04-12,IT_55,-96.0,-94.0,-86.0,-83.0,-65.0,26.0
2020-04-12,IT_57,-96.0,-94.0,-92.0,-87.0,-67.0,27.0
2020-04-12,IT_62,-96.0,-95.0,-91.0,-89.0,-67.0,25.0
2020-04-12,IT_65,-96.0,-94.0,-91.0,-92.0,-67.0,25.0
2020-04-12,IT_67,-94.0,-90.0,-85.0,-82.0,-62.0,
2020-04-12,IT_72,-97.0,-94.0,-92.0,-91.0,-71.0,25.0
2020-04-12,IT_75,-96.0,-92.0,-89.0,-90.0,-68.0,26.0
2020-04-12,IT_77,-93.0,-90.0,-79.0,-86.0,-62.0,23.0
2020-04-12,IT_78,-95.0,-93.0,-88.0,-91.0,-63.0,23.0
2020-04-12,IT_82,-97.0,-94.0,-92.0,-90.0,-70.0,26.0
2020-04-12,IT_88,-95.0,-93.0,-88.0,-83.0,-57.0,23.0
2020-04-12,JM,-66.0,-43.0,-63.0,-62.0,-42.0,15.0
2020-04-12,JO,-63.0,-33.0,-51.0,-87.0,-68.0,25.0
2020-04-12,JP,-40.0,-9.0,-35.0,-58.0,-22.0,12.0
2020-04-12,JP_01,-18.0,2.0,12.0,-37.0,-12.0,5.0
2020-04-12,JP_02,-27.0,-3.0,-16.0,-42.0,-11.0,7.0
2020-04-12,JP_03,-15.0,4.0,33.0,-36.0,-8.0,6.0
2020-04-12,JP_04,-33.0,0.0,32.0,-56.0,-18.0,9.0
2020-04-12,JP_05,-20.0,2.0,16.0,-38.0,-8.0,7.0
2020-04-12,JP_06,-29.0,-2.0,48.0,-47.0,-15.0,8.0
2020-04-12,JP_07,-22.0,0.0,28.0,-43.0,-12.0,8.0
2020-04-12,JP_08,-30.0,-4.0,-19.0,-55.0,-15.0,11.0
2020-04-12,JP_09,-33.0,-4.0,-23.0,-54.0,-13.0,10.0
2020-04-12,JP_10,-31.0,-6.0,-11.0,-55.0,-13.0,10.0
2020-04-12,JP_11,-41.0,-6.0,-15.0,-61.0,-27.0,12.0
2020-04-12,JP_12,-42.0,-5.0,-11.0,-61.0,-27.0,13.0
2020-04-12,JP_13,-59.0,-10.0,-31.0,-66.0,-38.0,15.0
2020-04-12,JP_14,-47.0,-8.0,-20.0,-60.0,-31.0,13.0
2020-04-12,JP_15,-17.0,3.0,61.0,-43.0,-11.0,6.0
2020-04-12,JP_16,-33.0,2.0,0.0,-49.0,-15.0,10.0
2020-04-12,JP_17,-34.0,3.0,-22.0,-54.0,-16.0,10.0
2020-04-12,JP_18,-42.0,-6.0,-40.0,-55.0,-19.0,12.0
2020-04-12,JP_19,-32.0,-5.0,-40.0,-60.0,-15.0,10.0
2020-04-12,JP_20,-31.0,-2.0,-18.0,-56.0,-14.0,9.0
2020-04-12,JP_21,-40.0,-5.0,-46.0,-58.0,-18.0,12.0
2020-04-12,JP_22,-33.0,-4.0,-34.0,-60.0,-16.0,11.0
2020-04-12,JP_23,-38.0,-7.0,-37.0,-61.0,-20.0,12.0
2020-04-12,JP_24,-32.0,-6.0,-61.0,-63.0,-14.0,11.0
2020-04-12,JP_25,-33.0,-8.0,-50.0,-60.0,-17.0,11.0
2020-04-12,JP_26,-47.0,-18.0,-67.0,-68.0,-24.0,12.0
2020-04-12,JP_27,-57.0,-25.0,-72.0,-68.0,-32.0,14.0
2020-04-12,JP_29,-37.0,-10.0,-65.0,-60.0,-21.0,12.0
2020-04-12,JP_30,-37.0,-11.0,-58.0,-61.0,-17.0,12.0
2020-04-12,JP_31,-31.0,-2.0,-54.0,-52.0,-11.0,9.0
2020-04-12,JP_32,-33.0,-8.0,-57.0,-50.0,-11.0,10.0
2020-04-12,JP_33,-34.0,-10.0,-66.0,-57.0,-14.0,11.0
2020-04-12,JP_34,-47.0,-17.0,-72.0,-64.0,-20.0,12.0
2020-04-12,JP_35,-33.0,-11.0,-62.0,-54.0,-15.0,11.0
2020-04-12,JP_36,-30.0,-8.0,-60.0,-57.0,-12.0,10.0
2020-04-12,JP_37,-34.0,-6.0,-65.0,-63.0,-14.0,11.0
2020-04-12,JP_38,-36.0,-12.0,-63.0,-59.0,-15.0,11.0
2020-04-12,JP_40,-47.0,-18.0,-66.0,-69.0,-29.0,14.0
2020-04-12,JP_41,-32.0,-10.0,-61.0,-59.0,-15.0,12.0
2020-04-12,JP_42,-27.0,-5.0,-48.0,-53.0,-14.0,10.0
2020-04-12,JP_43,-31.0,-10.0,-60.0,-55.0,-17.0,11.0
2020-04-12,JP_45,-28.0,-7.0,-63.0,-55.0,-14.0,11.0
2020-04-12,JP_46,-21.0,-1.0,-41.0,-48.0,-10.0,9.0
2020-04-12,JP_47,-37.0,-7.0,-55.0,-62.0,-19.0,12.0
2020-04-12,KE,-49.0,-38.0,-24.0,-45.0,-21.0,19.0
2020-04-12,KG,-75.0,-65.0,-34.0,-73.0,-45.0,15.0
2020-04-12,KH,-46.0,-26.0,-35.0,-64.0,-24.0,15.0
2020-04-12,KR,-20.0,-10.0,8.0,-20.0,-13.0,7.0
2020-04-12,KW,-61.0,-34.0,-50.0,-56.0,-55.0,28.0
2020-04-12,KZ,-59.0,-37.0,-29.0,-43.0,-34.0,11.0
2020-04-12,LA,-62.0,-42.0,-26.0,-70.0,-20.0,17.0
2020-04-12,LB,-80.0,-70.0,-60.0,-86.0,-49.0,18.0
2020-04-12,LI,,,,-30.0,,
2020-04-12,LK,-83.0,-83.0,-55.0,-76.0,-45.0,30.0
2020-04-12,LT,-90.0,-89.0,-12.0,-67.0,-47.0,14.0
2020-04-12,LU,-86.0,-82.0,-21.0,-68.0,-57.0,15.0
2020-04-12,LV,-53.0,-20.0,3.0,-44.0,-34.0,7.0
2020-04-12,LY,-43.0,-20.0,-29.0,-48.0,-35.0,15.0
2020-04-12,MD,-64.0,-39.0,-40.0,-67.0,-37.0,10.0
2020-04-12,MK,-94.0,-93.0,-78.0,-92.0,-75.0,24.0
2020-04-12,ML,-22.0,-17.0,-11.0,-38.0,0.0,8.0
2020-04-12,MM,-70.0,-58.0,-27.0,-67.0,-37.0,19.0
2020-04-12,MN,-13.0,11.0,5.0,-7.0,-1.0,0.0
2020-04-12,MT,-77.0,-50.0,-41.0,-55.0,-51.0,19.0
2020-04-12,MU,-90.0,-90.0,-87.0,-90.0,-66.0,24.0
